,Approval Date,Company Token,Submission,Active Ingredients,Submission Classification *,Submission Status
236,12/18/2020,['eisai'],suppl-18,lenvatinib mesylate,labeling,approval
237,12/18/2020,['glenmark'],orig-1,dabigatran etexilate mesylate,,tentative approval
238,12/18/2020,['apotex'],orig-1,fingolimod hydrochloride,,approval
239,12/18/2020,['astrazeneca'],suppl-21,osimertinib mesylate,efficacy,approval
240,12/18/2020,['areva'],orig-1,furosemide,,approval
241,12/18/2020,['pharmacyclics'],suppl-9,ibrutinib,efficacy,approval
242,12/18/2020,['pfizer'],suppl-3,dacomitinib,labeling,approval
243,12/18/2020,['karyopharm'],suppl-5,selinexor,efficacy,approval
244,12/18/2020,['slayback'],orig-1,ethinyl estradiol; norethindrone acetate,,approval
245,12/18/2020,['lupin'],orig-1,rufinamide,,approval
246,12/18/2020,['hikma'],orig-1,hydralazine hydrochloride,,approval
247,12/18/2020,['myovant'],orig-1,relugolix,type 1 - new molecular entity,approval
248,12/18/2020,['caplin'],orig-1,etomidate,,approval
249,12/18/2020,['genentech'],suppl-31,atezolizumab,,approval
250,12/18/2020,['genentech'],suppl-32,atezolizumab,,approval
251,12/19/2020,['bracco'],suppl-35,gadoteridol,efficacy,approval
252,12/19/2020,['bracco'],suppl-14,gadoteridol,efficacy,approval
253,12/19/2020,['otsuka'],suppl-3,aripiprazole,manufacturing (cmc),approval
254,12/20/2020,['sandoz'],suppl-37,succinylcholine chloride,labeling,approval
255,12/21/2020,"['msd', 'sub', 'merck']",suppl-52,dorzolamide hydrochloride,labeling,approval
256,12/21/2020,['aurobindo'],suppl-12,polyethylene glycol 3350; potassium chloride; sodium bicarbonate; sodium chloride,labeling,approval
257,12/21/2020,['baxter'],suppl-2,granisetron hydrochloride,labeling,approval
258,12/21/2020,['novel'],suppl-8,polyethylene glycol 3350; potassium chloride; sodium bicarbonate; sodium chloride,labeling,approval
259,12/21/2020,['aurobindo'],suppl-15,bupropion hydrochloride,labeling,approval
260,12/21/2020,['aurobindo'],suppl-16,bupropion hydrochloride,labeling,approval
261,12/21/2020,['aurobindo'],suppl-17,bupropion hydrochloride,labeling,approval
262,12/21/2020,['sagent'],suppl-5,zoledronic acid,labeling,approval
263,12/21/2020,['sagent'],suppl-6,zoledronic acid,labeling,approval
264,12/21/2020,['sagent'],suppl-7,zoledronic acid,labeling,approval
265,12/21/2020,['sagent'],suppl-8,zoledronic acid,labeling,approval
266,12/21/2020,['vertex'],suppl-34,ivacaftor,efficacy,approval
267,12/21/2020,['sun'],suppl-9,latanoprost,labeling,approval
268,12/21/2020,['vertex'],suppl-13,ivacaftor,efficacy,approval
269,12/21/2020,['vertex'],suppl-7,"ivacaftor; ivacaftor, tezacaftor",efficacy,approval
270,12/21/2020,['yichang'],suppl-4,bupropion hydrochloride,labeling,approval
271,12/21/2020,['vertex'],suppl-2,"elexacaftor, ivacaftor, tezacaftor; ivacaftor",efficacy,approval
272,12/21/2020,"['deva', 'as']",orig-1,succinylcholine chloride,,approval
273,12/21/2020,['ridgeback'],orig-1,ansuvimab-zykl,,approval
274,12/22/2020,['epic'],suppl-66,furosemide,labeling,approval
275,12/22/2020,['bausch'],suppl-12,sodium benzoate; sodium phenylacetate,labeling,approval
276,12/22/2020,"['msd', 'sub', 'merck']",suppl-49,ertapenem sodium,labeling,approval
277,12/22/2020,['janssen'],suppl-59,darunavir,labeling,approval
278,12/22/2020,['gilead'],suppl-42,ambrisentan,rems,approval
279,12/22/2020,['cosette'],suppl-18,prasugrel hydrochloride,labeling,approval
280,12/22/2020,['sandoz'],suppl-15,ampicillin/ampicillin trihydrate,labeling,approval
281,12/22/2020,[],suppl-29,ifosfamide,labeling,approval
282,12/22/2020,['zydus'],suppl-18,pramipexole dihydrochloride,labeling,approval
283,12/22/2020,['sandoz'],suppl-2,pramipexole dihydrochloride,labeling,approval
284,12/22/2020,['sandoz'],suppl-3,pramipexole dihydrochloride,labeling,approval
285,12/22/2020,['sandoz'],suppl-4,pramipexole dihydrochloride,labeling,approval
286,12/22/2020,['janssen'],suppl-29,darunavir,labeling,approval
287,12/22/2020,['lupin'],suppl-5,abacavir sulfate; lamivudine; zidovudine,labeling,approval
288,12/22/2020,['lupin'],suppl-7,abacavir sulfate; lamivudine; zidovudine,labeling,approval
289,12/22/2020,['lupin'],suppl-10,abacavir sulfate; lamivudine; zidovudine,labeling,approval
290,12/22/2020,['lupin'],suppl-12,abacavir sulfate; lamivudine; zidovudine,labeling,approval
291,12/22/2020,['janssen'],suppl-18,cobicistat; darunavir,labeling,approval
292,12/22/2020,['pharmacyclics'],suppl-33,ibrutinib,labeling,approval
293,12/22/2020,['watson'],suppl-2,ambrisentan,rems,approval
294,12/22/2020,['sigmapharm'],suppl-2,ambrisentan,rems,approval
295,12/22/2020,['mylan'],suppl-2,ambrisentan,rems,approval
296,12/22/2020,['par'],suppl-2,ambrisentan,rems,approval
297,12/22/2020,['zydus'],suppl-5,ambrisentan,rems,approval
298,12/22/2020,['janssen'],suppl-12,cobicistat; darunavir; emtricitabine; tenofovir alafenamide fumarate,labeling,approval
299,12/22/2020,['pharmacyclics'],suppl-10,ibrutinib,labeling,approval
300,12/22/2020,['cipla'],suppl-4,ambrisentan,rems,approval
301,12/22/2020,['sun'],suppl-4,ambrisentan,rems,approval
302,12/23/2020,['casper'],suppl-48,nitrofurantoin,labeling,approval
303,12/23/2020,['par'],suppl-6,fomepizole,labeling,approval
304,12/23/2020,['cephalon'],suppl-50,fentanyl citrate,rems,approval
305,12/23/2020,['bausch'],suppl-10,acyclovir,labeling,approval
306,12/23/2020,['cephalon'],suppl-30,fentanyl citrate,rems,approval
307,12/23/2020,['adalvo'],suppl-24,fentanyl citrate,rems,approval
308,12/23/2020,['btcp'],suppl-29,fentanyl citrate,rems,approval
309,12/23/2020,[],suppl-43,fluoxetine hydrochloride,labeling,approval
310,12/23/2020,[],suppl-46,fluoxetine hydrochloride,labeling,approval
311,12/23/2020,[],suppl-48,fluoxetine hydrochloride,labeling,approval
312,12/23/2020,[],suppl-24,vinorelbine tartrate,labeling,approval
313,12/23/2020,"['am', 'regent']",suppl-9,fomepizole,labeling,approval
314,12/23/2020,['navinta'],suppl-8,fomepizole,labeling,approval
315,12/23/2020,"['mylan', 'institutional']",suppl-4,fomepizole,labeling,approval
316,12/23/2020,['mylan'],suppl-10,fosphenytoin sodium,labeling,approval
317,12/23/2020,['specgx'],suppl-17,fentanyl citrate,rems,approval
318,12/23/2020,['watson'],suppl-14,fentanyl citrate,rems,approval
319,12/23/2020,"['actavis', 'fl']",suppl-26,bupropion hydrochloride,labeling,approval
320,12/23/2020,"['actavis', 'fl']",suppl-30,bupropion hydrochloride,labeling,approval
321,12/23/2020,"['actavis', 'fl']",suppl-33,bupropion hydrochloride,labeling,approval
322,12/23/2020,['sandoz'],suppl-12,aprepitant,labeling,approval
323,12/23/2020,['sandoz'],suppl-14,aprepitant,labeling,approval
324,12/23/2020,['cadila'],suppl-2,acyclovir,labeling,approval
325,12/23/2020,['btcp'],suppl-21,fentanyl,rems,approval
326,12/23/2020,['belcher'],suppl-1,tacrolimus,labeling,approval
327,12/23/2020,['cadila'],suppl-2,fluoxetine hydrochloride,labeling,approval
328,12/23/2020,"['actavis', 'fl']",suppl-1,fentanyl citrate,rems,approval
329,12/23/2020,['yichang'],orig-1,choline fenofibrate,,approval
330,12/23/2020,['urovant'],orig-1,vibegron,type 1 - new molecular entity,approval
331,12/23/2020,['ultragenyx'],suppl-5,vestronidase alfa-vjbk,,approval
332,12/24/2020,"['mylan', 'speciality']",suppl-91,epinephrine,labeling,approval
333,12/24/2020,"['mylan', 'speciality']",suppl-91,epinephrine,labeling,approval
334,12/24/2020,"['mylan', 'speciality']",suppl-91,epinephrine,labeling,approval
335,12/24/2020,"['mylan', 'speciality']",suppl-91,epinephrine,labeling,approval
336,12/28/2020,['hikma'],suppl-7,ifosfamide,labeling,approval
337,12/28/2020,"['dyax', '.']",suppl-81,ecallantide,,approval
338,12/28/2020,['northstar'],suppl-15,technetium tc-99m sodium pertechnetate generator,manufacturing (cmc),approval
339,12/28/2020,['invagen'],suppl-9,sevelamer carbonate,labeling,approval
340,12/28/2020,['mylan'],orig-1,milnacipran hydrochloride,,tentative approval
341,12/28/2020,['micro'],orig-1,nebivolol hydrochloride,,tentative approval
342,12/28/2020,['aurobindo'],suppl-4,amlodipine besylate; olmesartan medoxomil,labeling,approval
343,12/28/2020,['alembic'],suppl-12,amlodipine besylate; olmesartan medoxomil,labeling,approval
344,12/28/2020,['micro'],suppl-3,amlodipine besylate; olmesartan medoxomil,labeling,approval
345,12/28/2020,['amphastar'],orig-1,glucagon,,approval
346,12/28/2020,['piramal'],orig-1,lurasidone hydrochloride,,approval
347,12/29/2020,['stason'],suppl-40,mercaptopurine,labeling,approval
348,12/29/2020,"['johnson', 'johnson']",suppl-16,minoxidil,labeling,approval
349,12/29/2020,"['johnson', 'johnson']",suppl-16,minoxidil,labeling,approval
350,12/29/2020,['woodward'],suppl-11,dutasteride; tamsulosin hydrochloride,labeling,approval
351,12/29/2020,['impax'],suppl-4,benzphetamine hydrochloride,labeling,approval
352,12/29/2020,"['bristol', 'myers', 'squibb']",suppl-95,nivolumab,,approval
353,12/29/2020,"['chartwell', 'rx']",orig-1,tadalafil,,approval
354,12/29/2020,['glenmark'],orig-1,apremilast,,tentative approval
355,12/29/2020,['aizant'],orig-1,empagliflozin,,tentative approval
356,12/29/2020,['glenmark'],orig-1,gabapentin encarbil,,tentative approval
357,12/29/2020,['sandoz'],orig-1,rifaximin,,tentative approval
358,12/29/2020,['ascent'],orig-1,potassium chloride,,approval
359,12/29/2020,['be'],orig-1,heparin sodium,,approval
360,12/29/2020,['be'],orig-1,heparin sodium,,approval
361,12/30/2020,['astellas'],suppl-52,tacrolimus,labeling,approval
362,12/30/2020,['astellas'],suppl-44,tacrolimus,labeling,approval
363,12/30/2020,['astellas'],suppl-9,tacrolimus,labeling,approval
364,12/30/2020,['hetero'],suppl-3,duloxetine hydrochloride,labeling,approval
365,12/30/2020,['hetero'],suppl-4,duloxetine hydrochloride,manufacturing (cmc),approval
366,12/30/2020,['hetero'],suppl-7,duloxetine hydrochloride,labeling,approval
367,12/30/2020,['gland'],orig-1,levofloxacin,,approval
368,12/30/2020,['alkem'],orig-1,fingolimod hydrochloride,,approval
369,12/30/2020,['astellas'],suppl-4,tacrolimus,labeling,approval
370,12/31/2020,['bayer'],suppl-77,naproxen sodium,labeling,approval
371,12/31/2020,['bayer'],suppl-78,naproxen sodium,labeling,approval
372,12/31/2020,['bayer'],suppl-79,naproxen sodium,labeling,approval
373,12/31/2020,['bayer'],suppl-80,naproxen sodium,labeling,approval
374,12/31/2020,"['emd', 'serono']",suppl-45,follitropin alfa/beta,,approval
375,12/31/2020,"['emd', 'serono']",suppl-67,follitropin alfa/beta,,approval
376,12/31/2020,"['emd', 'serono']",suppl-75,follitropin alfa/beta,,approval
377,12/31/2020,['sebela'],suppl-31,paroxetine mesylate,labeling,approval
378,12/31/2020,"['emd', 'serono']",suppl-13,follitropin alfa/beta,,approval
379,12/31/2020,"['emd', 'serono']",suppl-14,follitropin alfa/beta,,approval
380,12/31/2020,"['emd', 'serono']",suppl-44,follitropin alfa/beta,,approval
381,12/31/2020,"['emd', 'serono']",suppl-13,follitropin alfa/beta,,approval
382,12/31/2020,"['emd', 'serono']",suppl-14,follitropin alfa/beta,,approval
383,12/31/2020,"['emd', 'serono']",suppl-44,follitropin alfa/beta,,approval
384,12/31/2020,['novast'],suppl-8,desogestrel; ethinyl estradiol,labeling,approval
385,12/31/2020,['mylan'],suppl-10,ethinyl estradiol; norelgestromin,labeling,approval
386,12/31/2020,['sun'],orig-1,bupropion hydrochloride,,approval
387,12/31/2020,"['hisun', 'hangzhou']",orig-1,olanzapine,,approval
388,12/31/2020,"['hisun', 'hangzhou']",orig-1,olanzapine,,approval
389,12/31/2020,['padagis'],orig-1,clindamycin phosphate,,approval
0,01/04/2021,['impax'],suppl-30,bupropion hydrochloride,labeling,approval
1,01/04/2021,['impax'],suppl-31,bupropion hydrochloride,labeling,approval
2,01/04/2021,['impax'],suppl-32,bupropion hydrochloride,labeling,approval
3,01/04/2021,['impax'],suppl-39,bupropion hydrochloride,labeling,approval
4,01/04/2021,['impax'],suppl-40,bupropion hydrochloride,labeling,approval
5,01/04/2021,['watson'],suppl-25,bupropion hydrochloride,labeling,approval
6,01/04/2021,['watson'],suppl-27,bupropion hydrochloride,labeling,approval
7,01/04/2021,['cosette'],suppl-8,mometasone furoate,labeling,approval
8,01/04/2021,['ani'],suppl-9,temozolomide,labeling,approval
9,01/04/2021,['lannett'],suppl-1,temozolomide,labeling,approval
10,01/04/2021,['hetero'],suppl-1,tetrabenazine,labeling,approval
11,01/04/2021,['sun'],suppl-1,tetrabenazine,labeling,approval
12,01/04/2021,['invagen'],suppl-5,bupropion hydrochloride,labeling,approval
13,01/04/2021,['invagen'],suppl-10,bupropion hydrochloride,labeling,approval
14,01/04/2021,['invagen'],suppl-13,bupropion hydrochloride,labeling,approval
15,01/04/2021,['macleods'],suppl-17,amlodipine besylate; olmesartan medoxomil,labeling,approval
16,01/04/2021,['amneal'],suppl-5,sevelamer carbonate,labeling,approval
17,01/04/2021,['glenmark'],suppl-3,amlodipine besylate; olmesartan medoxomil,labeling,approval
18,01/04/2021,['amneal'],suppl-3,solifenacin succinate,labeling,approval
19,01/04/2021,['sandoz'],orig-1,cyanocobalamin,,approval
20,01/04/2021,['anxin'],suppl-1,sevelamer carbonate,labeling,approval
21,01/05/2021,['specgx'],suppl-1,benzphetamine hydrochloride,labeling,approval
22,01/05/2021,"['kvk', 'tech']",suppl-4,benzphetamine hydrochloride,labeling,approval
23,01/05/2021,['amgen'],suppl-5196,filgrastim,,approval
24,01/05/2021,['amgen'],suppl-202,pegfilgrastim,,approval
25,01/05/2021,['reddys'],orig-1,lidocaine,,approval
26,01/05/2021,['lupin'],orig-1,sulfamethoxazole; trimethoprim,,approval
27,01/05/2021,['ajanta'],orig-1,sitagliptin phosphate,,tentative approval
28,01/06/2021,['pacira'],suppl-36,bupivacaine,labeling,approval
29,01/06/2021,['epic'],suppl-13,fluoxetine hydrochloride; olanzapine,labeling,approval
30,01/06/2021,['epic'],suppl-14,fluoxetine hydrochloride; olanzapine,labeling,approval
31,01/06/2021,['epic'],suppl-15,fluoxetine hydrochloride; olanzapine,labeling,approval
32,01/06/2021,['epic'],suppl-16,fluoxetine hydrochloride; olanzapine,labeling,approval
33,01/06/2021,['epic'],suppl-2,benzphetamine hydrochloride,labeling,approval
34,01/06/2021,['chartwell'],suppl-4,benzphetamine hydrochloride,labeling,approval
35,01/06/2021,['apotex'],suppl-16,omega-3-acid ethyl esters,labeling,approval
36,01/06/2021,['glw'],suppl-6,omega-3-acid ethyl esters,labeling,approval
37,01/06/2021,['avet'],suppl-5,benzphetamine hydrochloride,labeling,approval
38,01/06/2021,['watson'],suppl-2,solifenacin succinate,labeling,approval
39,01/06/2021,['amneal'],suppl-10,omega-3-acid ethyl esters,labeling,approval
40,01/06/2021,['fresenius'],suppl-1,fosaprepitant dimeglumine,labeling,approval
41,01/06/2021,['fresenius'],suppl-4,fosaprepitant dimeglumine,labeling,approval
42,01/06/2021,['bionpharma'],suppl-3,omega-3-acid ethyl esters,labeling,approval
43,01/06/2021,['ascent'],suppl-5,omega-3-acid ethyl esters,labeling,approval
44,01/06/2021,['mylan'],suppl-1,tetrabenazine,labeling,approval
45,01/06/2021,"['norton', 'waterford']",suppl-4,beclomethasone dipropionate,labeling,approval
46,01/06/2021,"['sunshine', 'lake']",orig-1,alogliptin,,tentative approval
47,01/06/2021,['puracap'],suppl-1,omega-3-acid ethyl esters,labeling,approval
48,01/06/2021,['zydus'],suppl-1,omega-3-acid ethyl esters,labeling,approval
49,01/06/2021,['lupin'],suppl-2,fosaprepitant dimeglumine,labeling,approval
50,01/06/2021,['taro'],suppl-2,ivermectin,labeling,approval
51,01/06/2021,['sofgen'],suppl-1,omega-3-acid ethyl esters,labeling,approval
52,01/06/2021,['arthur'],suppl-1,fosaprepitant dimeglumine,labeling,approval
53,01/06/2021,['glw'],suppl-2,omega-3-acid ethyl esters,labeling,approval
54,01/06/2021,[],orig-1,levothyroxine sodium,,approval
55,01/06/2021,['lupin'],orig-1,empagliflozin;metformin hydrochloride,,tentative approval
56,01/07/2021,"['j', 'j']",suppl-58,ibuprofen,manufacturing (cmc),approval
57,01/07/2021,"['j', 'j']",suppl-58,ibuprofen,manufacturing (cmc),approval
58,01/07/2021,"['j', 'j']",suppl-58,ibuprofen,manufacturing (cmc),approval
59,01/07/2021,['janssen'],suppl-64,risperidone,labeling,approval
60,01/07/2021,['pharmacia'],suppl-46,amlodipine besylate; atorvastatin calcium,labeling,approval
61,01/07/2021,['bayer'],suppl-36,loratadine,labeling,approval
62,01/07/2021,['bayer'],suppl-36,loratadine,labeling,approval
63,01/07/2021,['hikma'],suppl-15,azathioprine sodium,labeling,approval
64,01/07/2021,['sandoz'],suppl-10,bromocriptine mesylate,labeling,approval
65,01/07/2021,['apotex'],suppl-14,mirtazapine,labeling,approval
66,01/07/2021,['eugia'],orig-1,phenylephrine hydrochloride,,approval
67,01/07/2021,['sunshine'],suppl-2,tadalafil,labeling,approval
68,01/07/2021,['bayer'],suppl-1,darolutamide,efficacy,approval
69,01/07/2021,['avet'],orig-1,pentamidine isethionate,,approval
70,01/07/2021,['cerovene'],orig-1,fluphenazine hydrochloride,,approval
71,01/07/2021,['unique'],orig-1,loratadine,,approval
72,01/08/2021,['baxter'],suppl-2,bivalirudin,labeling,approval
73,01/11/2021,['bayer'],suppl-37,loratadine,labeling,approval
74,01/11/2021,['bayer'],suppl-37,loratadine,labeling,approval
75,01/11/2021,['epic'],suppl-43,bupropion hydrochloride,labeling,approval
76,01/11/2021,['epic'],suppl-46,bupropion hydrochloride,labeling,approval
77,01/11/2021,['epic'],suppl-47,bupropion hydrochloride,labeling,approval
78,01/11/2021,['zydus'],suppl-8,levetiracetam,labeling,approval
79,01/11/2021,['zydus'],suppl-9,levetiracetam,labeling,approval
80,01/11/2021,['zydus'],suppl-10,levetiracetam,labeling,approval
81,01/11/2021,['paratek'],suppl-12,omadacycline tosylate,labeling,approval
82,01/11/2021,['paratek'],suppl-11,omadacycline tosylate,labeling,approval
83,01/11/2021,['dash'],orig-1,testosterone,,approval
84,01/11/2021,['vistapharm'],orig-1,acyclovir,,approval
85,01/11/2021,['janssen'],suppl-1,daratumumab;hyaluronidase-fihj,,approval
86,01/12/2021,['aurobindo'],suppl-2,ethinyl estradiol; levonorgestrel,labeling,approval
87,01/12/2021,['aurobindo'],suppl-3,ethinyl estradiol; levonorgestrel,labeling,approval
88,01/12/2021,['eugia'],orig-1,fosaprepitant dimeglumine,,approval
89,01/12/2021,['unichem'],orig-1,celecoxib,,approval
90,01/13/2021,['azurity'],suppl-12,hydralazine hydrochloride; isosorbide dinitrate,manufacturing (cmc),approval
91,01/13/2021,"['eli', 'lilly']",suppl-37,olanzapine pamoate,labeling,approval
92,01/13/2021,['aci'],suppl-7,sertraline hydrochloride,labeling,approval
93,01/13/2021,"['actavis', 'elizabeth']",suppl-21,doxycycline hyclate,labeling,approval
94,01/13/2021,['strides'],orig-1,emtricitabine; tenofovir disoproxil fumarate,,approval
95,01/13/2021,"['actavis', 'elizabeth']",suppl-30,buprenorphine hydrochloride; naloxone hydrochloride,labeling,approval
96,01/13/2021,['hope'],suppl-26,sodium nitrite; sodium thiosulfate,labeling,approval
97,01/13/2021,['sandoz'],suppl-22,docetaxel,labeling,approval
98,01/13/2021,['apotex'],suppl-6,abacavir sulfate,labeling,approval
99,01/13/2021,['apotex'],suppl-9,abacavir sulfate,labeling,approval
100,01/13/2021,"['glenmark', 'generics']",suppl-1,ethinyl estradiol; norethindrone acetate,labeling,approval
101,01/13/2021,"['glenmark', 'generics']",suppl-1,ethinyl estradiol; levonorgestrel,labeling,approval
102,01/13/2021,['glenmark'],suppl-1,ethinyl estradiol; levonorgestrel,labeling,approval
103,01/13/2021,['glenmark'],suppl-2,ethinyl estradiol; levonorgestrel,labeling,approval
104,01/13/2021,['hope'],suppl-3,sodium nitrite,labeling,approval
105,01/13/2021,[],orig-1,ethinyl estradiol; etonogestrel,,approval
106,01/13/2021,['scov3'],suppl-1,atorvastatin calcium; ezetimibe,labeling,approval
107,01/13/2021,['scov3'],suppl-4,atorvastatin calcium; ezetimibe,labeling,approval
108,01/13/2021,['scov3'],suppl-5,atorvastatin calcium; ezetimibe,labeling,approval
109,01/13/2021,"['institut', 'biochimique']",suppl-9,levothyroxine sodium,manufacturing (cmc),approval
110,01/13/2021,['rubicon'],suppl-1,tramadol hydrochloride,labeling,approval
111,01/13/2021,['rubicon'],suppl-2,tramadol hydrochloride,labeling,approval
112,01/13/2021,['rhodes'],orig-1,amphetamine aspartate; amphetamine sulfate; dextroamphetamine saccharate; dextroamphetamine sulfate,,approval
113,01/13/2021,['ascent'],orig-1,gemfibrozil,,approval
114,01/14/2021,"['pf', 'prism', 'cv']",suppl-47,voriconazole,labeling,approval
115,01/14/2021,"['pf', 'prism', 'cv']",suppl-57,voriconazole,labeling,approval
116,01/14/2021,"['pf', 'prism', 'cv']",suppl-36,voriconazole,labeling,approval
117,01/14/2021,['wockhardt'],suppl-2,amoxicillin,labeling,approval
118,01/14/2021,['wockhardt'],suppl-3,amoxicillin,labeling,approval
119,01/14/2021,['hospira'],suppl-47,vincristine sulfate,labeling,approval
120,01/14/2021,['alkem'],suppl-4,rasagiline mesylate,labeling,approval
121,01/14/2021,['aurobindo'],suppl-5,rasagiline mesylate,labeling,approval
122,01/14/2021,"['pf', 'prism', 'cv']",suppl-30,crizotinib,efficacy,approval
123,01/14/2021,['amneal'],suppl-25,buprenorphine hydrochloride; naloxone hydrochloride,labeling,approval
124,01/14/2021,['amneal'],suppl-26,buprenorphine hydrochloride; naloxone hydrochloride,labeling,approval
125,01/14/2021,['hikma'],orig-1,docetaxel,,approval
126,01/14/2021,['lupin'],orig-1,sevelamer carbonate,,approval
127,01/14/2021,['indoco'],suppl-2,rasagiline mesylate,labeling,approval
128,01/14/2021,['evoke'],suppl-1,metoclopramide hydrochloride,labeling,approval
129,01/14/2021,[],orig-1,bexarotene,,approval
130,01/14/2021,['lupin'],suppl-4,albuterol sulfate,manufacturing (cmc),approval
131,01/14/2021,['austarpharma'],suppl-5,solifenacin succinate,labeling,approval
132,01/14/2021,['graviti'],suppl-1,solifenacin succinate,labeling,approval
133,01/14/2021,['urogen'],suppl-1,mitomycin,labeling,approval
134,01/14/2021,['eugia'],orig-1,naloxone hydrochloride,,approval
135,01/14/2021,['granules'],orig-1,metformin hydrochloride,,approval
136,01/14/2021,['macleods'],orig-1,nystatin,,approval
137,01/15/2021,['pfizer'],suppl-129,sulfasalazine,labeling,approval
138,01/15/2021,['pfizer'],suppl-129,sulfasalazine,labeling,approval
139,01/15/2021,"['roche', 'palo']",suppl-44,mycophenolate mofetil,rems,approval
140,01/15/2021,"['roche', 'palo']",suppl-44,mycophenolate mofetil,rems,approval
141,01/15/2021,"['roche', 'palo']",suppl-41,mycophenolate mofetil hydrochloride,rems,approval
142,01/15/2021,"['roche', 'palo']",suppl-49,mycophenolate mofetil,rems,approval
143,01/15/2021,['novartis'],suppl-33,mycophenolic sodium,rems,approval
144,01/15/2021,['sandoz'],suppl-27,mycophenolate mofetil,rems,approval
145,01/15/2021,['hikma'],suppl-14,mycophenolate mofetil,rems,approval
146,01/15/2021,['hikma'],suppl-15,mycophenolate mofetil,rems,approval
147,01/15/2021,['accord'],suppl-18,mycophenolate mofetil,rems,approval
148,01/15/2021,['sandoz'],suppl-27,mycophenolate mofetil,rems,approval
149,01/15/2021,[],suppl-13,mycophenolate mofetil,rems,approval
150,01/15/2021,[],suppl-21,mycophenolate mofetil,rems,approval
151,01/15/2021,['mylan'],suppl-26,mycophenolate mofetil,rems,approval
152,01/15/2021,['mylan'],suppl-24,mycophenolate mofetil,rems,approval
153,01/15/2021,['strides'],suppl-17,mycophenolate mofetil,rems,approval
154,01/15/2021,['strides'],suppl-10,mycophenolate mofetil,rems,approval
155,01/15/2021,['accord'],suppl-18,mycophenolate mofetil,rems,approval
156,01/15/2021,['strides'],suppl-19,mycophenolate mofetil,rems,approval
157,01/15/2021,['amneal'],suppl-9,mycophenolate mofetil,rems,approval
158,01/15/2021,"['jubilant', 'cadista']",suppl-6,mycophenolate mofetil,rems,approval
159,01/15/2021,"['jubilant', 'cadista']",suppl-6,mycophenolate mofetil,rems,approval
160,01/15/2021,['mylan'],suppl-10,atorvastatin calcium,manufacturing (cmc),approval
161,01/15/2021,['mylan'],suppl-13,atorvastatin calcium,labeling,approval
162,01/15/2021,['mylan'],suppl-16,atorvastatin calcium,labeling,approval
163,01/15/2021,['mylan'],suppl-18,atorvastatin calcium,labeling,approval
164,01/15/2021,['mylan'],suppl-19,atorvastatin calcium,labeling,approval
165,01/15/2021,['rk'],suppl-14,mycophenolic sodium,rems,approval
166,01/15/2021,['alkem'],suppl-20,mycophenolate mofetil,rems,approval
167,01/15/2021,['apotex'],suppl-12,mycophenolic sodium,rems,approval
168,01/15/2021,['alkem'],suppl-17,mycophenolate mofetil,rems,approval
169,01/15/2021,['accord'],suppl-2,mycophenolic sodium,rems,approval
170,01/15/2021,[],suppl-7,mycophenolic sodium,rems,approval
171,01/15/2021,['alkem'],suppl-13,mycophenolate mofetil,rems,approval
172,01/15/2021,['par'],suppl-4,mycophenolate mofetil hydrochloride,rems,approval
173,01/15/2021,['mylan'],suppl-3,mycophenolate mofetil hydrochloride,rems,approval
174,01/15/2021,['akorn'],suppl-8,mycophenolate mofetil hydrochloride,rems,approval
175,01/15/2021,"['zhejiang', 'hisun']",suppl-2,mycophenolate mofetil,rems,approval
176,01/15/2021,"['zhejiang', 'hisun']",suppl-2,mycophenolate mofetil,rems,approval
177,01/15/2021,['zydus'],suppl-4,mycophenolate mofetil hydrochloride,rems,approval
178,01/15/2021,['scov3'],suppl-3,atorvastatin calcium; ezetimibe,labeling,approval
179,01/15/2021,['sandoz'],orig-1,ferumoxytol,,approval
180,01/15/2021,['rising'],orig-1,acetaminophen,type 5 - new formulation or new manufacturer,approval
181,01/15/2021,['concord'],suppl-6,mycophenolate mofetil,rems,approval
182,01/15/2021,['vistapharm'],suppl-5,mycophenolate mofetil,rems,approval
183,01/15/2021,['sun'],orig-1,epoprostenol sodium,,approval
184,01/15/2021,['maia'],orig-1,baclofen,,approval
185,01/15/2021,['concord'],suppl-4,mycophenolic sodium,rems,approval
186,01/15/2021,['rising'],orig-1,methylergonovine maleate,,approval
187,01/15/2021,['concord'],suppl-2,mycophenolate mofetil,rems,approval
188,01/15/2021,['meitheal'],orig-1,mycophenolate mofetil hydrochloride,,approval
189,01/15/2021,['baxter'],orig-1,norepinephrine bitartrate,type 5 - new formulation or new manufacturer,approval
190,01/15/2021,"['daiichi', 'sankyo']",suppl-11,fam-trastuzumab deruxtecan-nxki,,approval
191,01/15/2021,['janssen'],suppl-2,daratumumab;hyaluronidase-fihj,,approval
192,01/19/2021,['astrazeneca'],suppl-44,fulvestrant,labeling,approval
193,01/19/2021,['zydus'],suppl-7,bromocriptine mesylate,labeling,approval
194,01/19/2021,['wisconsin'],suppl-4,fludeoxyglucose f-18,labeling,approval
195,01/19/2021,"['biomedcl', 'res', 'fdn']",suppl-1,fludeoxyglucose f-18,labeling,approval
196,01/19/2021,['exela'],suppl-10,neostigmine methylsulfate,labeling,approval
197,01/19/2021,['aprecia'],suppl-19,levetiracetam,efficacy,approval
198,01/19/2021,['mylan'],orig-1,fingolimod hydrochloride,,approval
199,01/19/2021,['ajanta'],orig-1,lamotrigine,,approval
